//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado
//
// Restrições da consulta:
//   Código da Estação: 247008
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima7;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus13;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status;
00247008;1;01/05/1999;1;81,5;494;19;27;1;1;0;3224,7;1;16,2;57,6;25,1;12,9;11,4;18,2;9,3;7,7;15,6;9,5;53,7;22,3;3,4;24,4;3,1;23,9;4,2;7,9;81,5;6,9;0;3,6;23,6;7,9;23,5;1,3;15,5;0;3,8;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/06/1999;1;19,7;101,9;12;16;1;1;0;3224,7;1;0;12,1;0,2;0;6,6;4,2;8,2;1,5;1,3;0;2,1;19,7;3,5;0;0;0;0;0;5,8;0;1,1;0;7,6;1,4;0;0;7,9;18,7;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/07/1999;1;14,4;52,5;20;10;1;1;0;3224,7;1;8,2;0;0,6;0;0;0,5;0;0;4,7;0;0;0;0;0;0;0;0,6;0;6,6;14,4;0;0;0;0;0;3,5;0,8;0;12,6;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/08/1999;1;10,5;24,4;6;6;1;1;0;3224,7;1;0;0;0;0;0,2;10,5;0;0;0;0;0;0;0;0;0;0;5,1;2,5;0;0;0;0;0;0;0;0;1,8;4,3;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/09/1999;1;44,2;176,4;20;10;1;1;0;3224,7;1;3,3;0;0;0;0;0;0;0;0;0;0;0;0;15,9;0;19,6;0;0;13,3;44,2;27,9;15,3;15,1;0;0;9,1;0;12,7;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/10/1999;1;21,7;66,6;26;11;1;1;0;3224,7;1;0;0;0;5,1;0,3;0;0;0;0;0;0;3,8;0;0;0,2;1,9;7,5;0;0;0;0;4,6;11,1;0;0;21,7;6,5;0;0;0;3,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/11/1999;1;36,3;144,1;29;10;1;1;0;3224,7;1;4,2;25,2;0;0;0;0;0;0;0;0;0;0;1,6;0;10,9;2,8;0;0;0;5,9;0;0;0;0;0;0;13,3;33,4;36,3;10,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/12/1999;1;44,3;170,4;19;15;1;1;0;3224,7;1;0;0;0;5,2;1,7;0;0;0;0;9,8;5,5;36,9;0,4;0;0;0;0;22,3;44,3;0;0;0;3,5;0,4;0;0;6,7;6,6;1,7;4,1;21,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/01/2000;1;54,7;337,8;7;23;1;1;0;;0;0;36,1;0,5;0,8;2,2;0;54,7;22,2;24,2;0;21,7;21,8;28,2;2,3;41,1;2,4;2,5;14,3;14,7;4,8;8,5;17,6;8,5;2,7;3,9;0;0;0;2,1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/02/2000;1;42,4;278,9;28;23;1;1;0;;0;3,5;34,2;23,7;0;3,7;3,9;0;31,4;11,2;8,9;1,6;2,2;3,8;22,7;22,3;0;0;2,7;3,2;0;2,4;4,3;2,2;1,9;0;12,3;3,8;42,4;30,6;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
00247008;1;01/03/2000;1;57,5;336,4;13;28;1;1;0;;0;13,8;0;2;29;2,1;35,5;32,2;7,9;0,3;19;1,5;0;57,5;16,5;25,6;5,2;0,8;8,9;1,9;5,6;0,8;13,1;2,8;4,4;3,4;9,6;5,5;22,9;0,2;8,4;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/04/2000;1;63,1;363,9;16;26;1;1;0;;0;9,5;7,4;10,5;27,4;18,5;7,2;30,5;7,4;24,4;3,2;35;14,2;12;0,1;0;63,1;0;7,8;18,5;5,6;13,4;16,2;9,7;5,9;4,1;0;2,1;4;0;6,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/05/2000;1;40,4;297,6;18;25;1;1;0;;0;15,7;1,8;5,1;8,8;5,5;12,9;6,9;10,5;11,2;2,1;2,4;5,2;34,7;14;34;31,3;4,8;40,4;17,6;0;1,7;9,8;0;11,3;0,4;0;0;1,7;0;0;7,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/06/2000;1;37,2;154,3;2;18;1;1;0;;0;3,7;37,2;0;3,1;0,3;0;0;0;29,2;0;0;0;14,6;0;10,7;0,6;14;0,9;11,6;12,7;0;2,1;0,3;1,1;5,7;0;0;0;2,8;3,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/07/2000;1;53,7;218,3;28;22;1;1;0;;0;0,5;0,4;0,3;21;0,2;5,4;0;0,9;0;0,8;6;5,7;7,9;0;46,3;2,3;0;0,1;0,2;26,7;0;4,1;4,6;0;0;0;0;53,7;6,7;24,4;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/08/2000;1;34,8;97,4;4;11;1;1;0;;0;0;0;0,9;34,8;17,3;0;0;2,4;7,4;0;0;0;0;0;0;14,5;0;5,3;5,6;0;1,2;3,1;0;0;4,9;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/09/2000;1;39,3;137,7;20;11;1;1;0;;0;0;0;0;0;0;0;0;0;0;16,5;0;0;0;23,1;0,8;0;0;0;0;39,3;0;2,3;0;1,2;0;32,1;3;8,2;2,5;8,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/10/2000;1;27,1;45,8;18;9;1;1;0;;0;0,4;0;2,1;0;3,6;0,7;0;1,1;0;0;0;0;2,1;0;0;0;3,6;27,1;5,1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/11/2000;1;25,5;26,2;11;3;1;1;1;;0;0;0;0;0;0,4;0;0;0;0;0;25,5;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/12/2000;1;31,2;202,4;24;14;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,8;13,2;23,2;14,2;26,3;0,4;0,3;0;15,5;18,6;31,2;0;2,3;0;21,3;0,8;0;25,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/01/2001;1;64;556,4;13;27;1;1;1;;0;9,8;0,3;0,8;9,5;61,5;53;0;2,5;7,3;16,7;25,6;11,2;64;9,7;0;17,1;26,4;11,2;41,5;0;38,5;47,8;15,8;5,3;10;3,1;36,5;0;9,7;10,3;11,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/02/2001;1;99,6;579,6;16;24;1;1;1;;0;2,3;36,2;9,5;26,4;6,1;42;11,9;5;2,8;35,7;96;12,1;42,4;26,1;0;99,6;29,8;0;7;32,4;14,1;0,8;2,6;2,3;26,3;10,2;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
00247008;1;01/03/2001;1;83,9;571,7;2;27;1;1;1;;0;21,5;83,9;42,7;11,8;18,2;21,4;8,7;12,6;1,8;21,3;10,5;0;57,5;21,7;0,8;1,4;45,7;0;5,3;0;36,2;0;5,4;19,8;4,5;8,9;21,3;28;1,4;58,6;0,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/04/2001;1;73,6;547,1;3;24;1;1;1;;0;2,4;73;73,6;43,1;8,3;22,5;5,6;32;16,9;22,7;12,7;5,3;0;15,1;22,6;32,3;0;10,3;5,1;0;37,7;0;38,2;0,2;3,4;0;0;56,5;4,1;3,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/05/2001;1;52,3;286,1;5;19;1;1;1;;0;27,3;3,9;11,6;4,5;52,3;32,1;5,6;0,7;0;0;44,1;16,5;5,6;0,1;0;10,4;0;0;8,2;0;0;0;6,3;0;5,8;15,3;21,4;0;0;14,4;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/06/2001;1;57,9;307,9;15;26;1;1;1;;0;27,3;4,1;6,2;2,3;23,5;16,8;13,1;2,6;8,5;0,9;14,5;0;0;4,3;57,9;4,2;0,1;0;2,4;1,1;0,1;0;3,9;55,8;7,4;6,7;0,8;3,6;26,7;13,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/07/2001;1;36,2;161,9;15;20;1;1;1;;0;0;1,3;2,5;18,9;2,7;0;0;0;0;2,8;0;5,3;0;3,1;36,2;5,3;7,1;3,2;6,4;0;3,1;25,3;16,1;0,2;6,2;4,1;0;5,3;0;0;6,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/06/2002;1;1,8;1,8;28;1;1;1;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;
00247008;1;01/07/2002;1;7,8;36,8;25;15;1;1;1;;0;0,9;1;2,4;0;0;0;0;0;0;0;0;3,3;2,1;1;1;0,2;0,3;0;0,4;0;3,8;0;0;0;7,8;1,2;0;0;7,8;3,6;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/08/2002;1;6;17,9;5;10;1;1;1;;0;0;0,4;0;0,3;6;0;0;0;0;0;2,4;0;0;0;0;0;0;0,1;0;0;0,6;0,6;0;5,1;0;0;0;2,2;0,2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/09/2002;1;5,5;13,6;6;7;1;1;1;;0;0;0;0;0;1;5,5;0,6;0;0;0;0;0;0;1,2;0;0;0;0;3,1;0,2;0;0;0;0;0;0;0;0;0;2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/10/2002;1;8;23,7;2;7;1;1;1;;0;0;8;0;0;0;0;0,3;0;0,3;0;0;2,3;3,6;4,4;0;0;0;0;4,8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/11/2002;1;6,7;24,3;12;9;1;1;1;;0;0;0;0;0;0;0;0;0;2,5;1;1;6,7;0;1;1;2,4;0;4;0;0;0;0;0;0;0;4,7;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/12/2002;1;8,7;40,7;27;17;1;1;1;;0;0;0;0;0,4;0;0;0;1,4;0;1,4;7,4;1,6;0;0;2,7;0,3;0;1;1;8;0;1,3;1;0,2;1;1;8,7;0;0;0;2,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/01/2003;1;9;46,7;25;18;1;1;1;;0;0;0;0,4;1,8;0;0;0;0;1,7;0,4;8,8;0;0;0;0;0;0;0,4;1,4;1;1;2,7;0,9;6,6;9;0,3;0;1;1;0,5;7,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/02/2003;1;9,8;80,9;2;28;1;1;1;;0;1;9,8;1;1;8,7;1,6;3,2;5,8;1;2;1;1;1;8;0,1;2,1;6;1;7,1;1;1,6;1;1;6,9;2,6;2,4;1;1;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
00247008;1;01/03/2003;1;50,7;319,7;31;16;1;1;1;;0;;;;;;;;;;;;;;;;21,1;13,7;5,6;27,7;0,3;36,6;1,1;48,6;0,6;1,9;2,8;30,2;7,5;40,7;30,6;50,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/04/2003;1;60,5;440,5;5;29;1;1;1;;0;2,1;4,3;9,6;40,4;60,5;30,4;4,6;2,8;1,2;38,1;26,6;0,4;4,7;30,5;6,3;6,7;0;3,8;4,2;5,5;26,6;4,6;2,5;6;4,2;36,8;50,3;22,6;2,4;1,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/05/2003;1;62,2;418;17;27;1;1;1;;0;22,3;56,3;22,6;42,1;39,2;23,2;1,3;0;3,2;27,2;32,6;3;1,2;0,7;0,3;32,4;62,2;4,2;0;3,1;1,4;3,1;0,5;0;1,5;23,1;9,3;0,1;0;1,5;0,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/06/2003;1;26,5;155,2;18;26;1;1;1;;0;2;2,7;24,6;5,2;23,7;5,5;0;0,7;0,2;0,4;0;2,3;6,3;1;25,2;7,6;3,4;26,5;0,7;0,6;9,5;1,1;1,2;3;0,4;0,7;0,1;0,6;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/07/2003;1;36,7;143,1;4;26;1;1;1;;0;0;15,1;1,6;36,7;8;0,1;3,5;0,4;0;2,2;0;6,2;9,3;6,2;4,3;3,2;0;6,2;5,1;0,9;6,7;4,6;1,5;3;0,1;7,2;0,8;6,6;0;0,6;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/08/2003;1;27,7;142,5;19;31;1;1;1;;0;4,6;6,1;3,9;1,3;1,6;6;6,6;4,7;3,4;1,3;0,9;0,5;3,6;0,7;2,6;6,3;4,9;3,6;27,7;6,1;4,2;9,6;1,2;5,5;6,7;3,6;6,2;0,3;6,7;0,5;1,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/09/2003;1;24,6;115;21;30;1;1;1;;0;8,5;2,2;3,6;6,1;1,7;0,3;6;0,3;1,6;2,2;3,1;7,7;1,2;1,7;2,8;1,4;5,1;6,6;3,3;1,1;24,6;0,3;6,1;4,6;1,2;2,6;1,8;4,3;0,7;2,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/10/2003;1;16,2;123,4;26;31;1;1;1;;0;0,3;1,2;3,2;2,3;1,1;6,1;1,4;3,8;2,2;2,9;1,7;6,2;4,3;1,9;6;7;0,9;0,6;5,8;4,2;3,4;5,4;6,3;2;1,3;16,2;0,5;3;4,4;9,7;8,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/11/2003;1;21,6;129,1;30;30;1;1;1;;0;12,8;0,3;2,3;3,6;2,2;1,1;1,4;1,9;0,5;3,2;3,8;2,9;0,5;1,7;0,2;0,9;9,9;9,7;2,2;7,6;9,5;6,9;3,3;4,1;1,1;2;1,6;4;6,3;21,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/12/2003;1;43,2;236,2;19;31;1;1;1;;0;7,5;5;3,8;1,2;29,7;4,3;2,3;1,9;0,6;3,2;4;5,2;4,7;21,1;1,7;1,6;5,5;3,9;43,2;24;2,4;4,4;6,2;0,8;2,2;3,4;9,4;9,4;21,2;0,6;1,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/01/2004;1;98,5;587,2;29;31;1;1;1;;0;9,2;7,7;33,6;0,9;26,9;0,5;1,6;4,2;3;2,1;15,9;15,5;2,9;0,9;66,9;0,5;49,6;24;9,3;7,4;6,6;6,4;1,8;62;31,2;18,5;1,1;3,7;98,5;69;5,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/02/2004;1;62,4;510,6;14;29;1;1;1;;0;4,3;6,6;2,1;3,2;5,7;36,4;14,7;4,6;13,6;1,7;32,2;16,2;8,1;62,4;16,1;7,7;41,4;28,2;13,3;5,1;36;27,6;39,2;52,4;9,3;7,5;2,1;11,5;1,4;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
00247008;1;01/03/2004;1;66;605,8;1;31;1;1;1;;0;66;17,7;0,9;28,6;9,1;23;36,4;9,4;32,7;25,9;26,1;4,6;1;4,1;1,8;0,7;11,8;9,4;38,8;26,5;22,9;3,7;4,1;41,5;7,2;24,4;31,1;43,2;31,2;14,1;7,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/04/2004;1;56;427,3;2;30;1;1;1;;0;9,6;56;6;3,4;4,4;38,4;26,6;34,6;39,1;2,8;4,8;1,4;9,5;2,2;4,6;9,2;17,6;0,4;2,6;14;12,9;9;24,6;31,6;26,2;26,7;7,4;0,3;1,2;0,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/05/2004;1;57,8;259,5;9;31;1;1;1;;0;9,7;8,6;1,3;8,7;7,7;9,5;17,2;22;57,8;6,3;13,7;0,2;1,4;9,4;1,2;3,6;4,4;0,5;0,6;2,2;16,6;1,5;5;9,4;1,2;6,6;3,8;7,5;4,1;4,2;13,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/06/2004;1;16,9;162,7;1;27;1;1;1;;0;16,9;1,4;0;0;3,2;4,7;1,9;9,3;8,8;6,2;3;7,7;0;5;6,9;0,5;7;4;9,5;1,8;2,4;5,5;7,2;9;14,2;2;1,5;7,9;5,5;9,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/07/2004;1;26;148,8;13;24;1;1;1;;0;0;0;5,5;1;9,6;0;0,6;7,7;1,3;2,2;8,1;8,8;26;0;7,6;3,4;1,6;0,4;6,6;12;5,1;1,4;0;16,6;0,6;1,1;0;9,8;7,5;4,3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/08/2004;1;19,8;134,7;11;20;1;1;1;;0;0;0;0;0;0;1,2;6,6;0,9;0;3,1;19,8;0,2;19,5;5,6;3,6;1,7;0;0;0,8;9;0;4,4;2,6;0,5;13,8;3,2;8,5;0;0;18;11,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/09/2004;1;39,2;125,9;27;16;1;1;1;;0;11,6;3,4;0;0;0;8,9;1,7;2,1;0;11,4;1,2;2,8;4;6,3;0;7,3;0;0;0;0;0;0;1,8;0;0;21,6;39,2;0,3;2,3;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/10/2004;1;26,1;96,6;7;15;1;1;1;;0;0;0;12,7;2,4;0;3,1;26,1;4,4;0;0;0;0;0;0;0;0,5;1,4;2,5;1,3;11,6;0;0;0;0,9;0;0;7,9;12,2;1,5;8,1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/11/2004;1;25,9;31,6;16;4;1;1;1;;0;0;0,8;0;0;0,7;0;0;0;0;0;0;0;0;0;0;25,9;0;4,2;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/12/2004;1;44,9;288,4;2;18;1;1;1;;0;0;44,9;2,7;0;0;0;0;28,1;32,2;0;17,1;0;0;2,6;0;0;0;0;0;12,7;22,2;1,6;9,3;15;21,1;13,3;19;0,8;7,7;31,7;6,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/01/2005;1;68,5;349,3;22;19;1;1;1;;0;0;0;0;23,3;9,6;25,1;3,5;8,3;3,2;0,5;7,9;0,2;0;0;0;32,1;6,3;7,7;48,3;0;4,1;68,5;5,7;0;23;47,6;24,4;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/02/2005;1;45,7;461,1;19;23;1;1;1;;0;15,1;12,1;0;15;39,3;18,4;38;39,5;6,6;21,7;0;0;4,2;8,4;9,4;28,4;8;37,2;45,7;1,4;3;19,2;0;15,2;0;31,2;5;39,1;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
00247008;1;01/03/2005;1;62,6;463,2;20;23;1;1;1;;0;15,2;1,6;0;11,3;36;0;0;26,4;38,5;0,4;0;12;3,1;37,8;29,1;2,1;3,1;16,1;39,4;62,6;1,4;0;0;0;0,2;0;19;29,5;32;7,5;38,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/04/2005;1;95;452,6;25;21;1;1;1;;0;0;5;38,5;0;0;38,2;19,7;14,5;2,6;62,8;2,3;0;3,6;23,6;8;9,1;8,9;3,3;2,7;0;17,1;6,5;0;16;95;0;0;39,2;36;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/05/2005;1;86,9;428,9;23;17;1;1;1;;0;0;0;42;36,5;46;15;0;0;4,7;0;0;0;8,1;6,9;3,3;31,3;0;0;0;22,8;0;43,1;86,9;27,7;6,2;3,2;11,7;0;33,5;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/06/2005;1;33,4;99,7;7;10;1;1;1;;0;28,8;0;0;1,1;0;0;33,4;9,8;3,8;0,7;1,2;0;0;0;14,4;0;0;0;4,2;0;0;0;2,3;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/07/2005;1;18;32,5;12;5;1;1;1;;0;0;5;0;0;4;0;0;0;0;2,2;3,3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/08/2005;1;26,3;37,4;28;3;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;4,3;6,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,3;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00247008;1;01/09/2005;1;0;0;1;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00247008;1;01/10/2005;1;41,6;79,5;12;5;1;1;1;;0;0;0;0;0;0;0;28,8;0;0;0;2,7;41,6;0;0;0;0;0;0;0;0;0;0;0;0;5,6;0;0,8;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
